Date,SPX,GLD,USO,SLV,EUR/USD,formatted_date
2009-09-17,1065.48999,99.339996,37.490002,16.950001,1.471605,17-09-2009
2009-09-21,1064.660034,98.360001,35.849998,16.540001,1.481196,21-09-2009
2009-09-22,1071.660034,99.669998,36.98,16.879999,1.472602,22-09-2009
2009-09-23,1060.869995,98.830002,35.130001,16.540001,1.465094,23-09-2009
2009-09-24,1050.780029,97.550003,33.970001,15.99,1.468493,24-09-2009
2009-09-28,1062.97998,97.050003,34.509998,15.91,1.459172,28-09-2009
2009-09-29,1060.609985,97.43,34.310001,15.89,1.465502,29-09-2009
2009-09-30,1057.079956,98.849998,36.189999,16.379999,1.451589,30-09-2009
2009-10-01,1029.849976,97.889999,36.23,16.040001,1.459002,01-10-2009
2009-10-05,1040.459961,99.82,36.18,16.379999,1.472169,05-10-2009
2009-10-06,1054.719971,102.279999,36.540001,17.08,1.471151,06-10-2009
2009-10-07,1057.579956,102.360001,35.959999,17.25,1.478131,07-10-2009
2009-10-08,1065.47998,103.639999,36.68,17.52,1.473405,08-10-2009
2009-10-12,1076.189941,103.559998,37.689999,17.48,1.484605,12-10-2009
2009-10-13,1073.189941,104.260002,38.150002,17.48,1.493206,13-10-2009
2009-10-14,1092.02002,104.18,38.610001,17.559999,1.495595,14-10-2009
2009-10-15,1096.560059,102.860001,39.91,17.059999,1.490802,15-10-2009
2009-10-19,1097.910034,104.230003,40.759998,17.440001,1.493451,19-10-2009
2009-10-20,1091.060059,103.419998,40.389999,17.200001,1.50069,20-10-2009
2009-10-21,1081.400024,103.75,41.330002,17.360001,1.504189,21-10-2009
2009-10-22,1092.910034,103.919998,41.470001,17.32,1.501006,22-10-2009
2009-10-26,1066.949951,101.860001,40.130001,16.790001,1.486171,26-10-2009
2009-10-27,1063.410034,101.849998,40.59,16.34,1.481701,27-10-2009
2009-10-28,1042.630005,100.730003,39.459999,15.86,1.4718,28-10-2009
2009-10-29,1066.109985,102.690002,40.900002,16.41,1.48401,29-10-2009
2009-10-30,1036.189941,102.529999,39.32,16.07,1.473297,30-10-2009
2009-11-02,1042.880005,103.949997,39.970001,16.16,1.47741,02-11-2009
2009-11-03,1045.410034,106.459999,40.619999,17.0,1.473101,03-11-2009
2009-11-04,1046.5,107.099998,40.990002,17.139999,1.4869,04-11-2009
2009-11-05,1066.630005,106.980003,40.799999,17.120001,1.487807,05-11-2009
2009-11-06,1069.300049,107.43,39.700001,17.09,1.484891,06-11-2009
2009-11-09,1093.079956,108.190002,40.5,17.290001,1.500803,09-11-2009
2009-11-10,1093.01001,108.389999,40.41,17.030001,1.498981,10-11-2009
2009-11-11,1098.51001,109.599998,40.549999,17.290001,1.498397,11-11-2009
2009-11-12,1087.23999,108.209999,39.27,16.92,1.485685,12-11-2009
2009-11-13,1093.47998,109.739998,39.119999,17.15,1.490891,13-11-2009
2009-11-16,1109.300049,111.629997,40.290001,18.01,1.498374,16-11-2009
2009-11-17,1110.319946,111.970001,40.48,18.129999,1.487697,17-11-2009
2009-11-18,1109.800049,112.25,40.669998,18.23,1.495394,18-11-2009
2009-11-19,1094.900024,112.300003,39.66,18.26,1.491625,19-11-2009
2009-11-20,1091.380005,112.940002,39.419998,18.219999,1.486392,20-11-2009
2009-11-23,1106.23999,114.290001,39.380001,18.27,1.4962,23-11-2009
2009-11-24,1105.650024,114.730003,38.580002,18.25,1.49667,24-11-2009
2009-11-25,1110.630005,116.620003,39.5,18.52,1.512791,25-11-2009
2009-11-27,1091.48999,115.059998,38.5,17.950001,1.499093,27-11-2009
2009-11-30,1095.630005,115.639999,39.150002,18.15,1.503895,30-11-2009
2009-12-01,1108.859985,117.379997,39.619999,18.780001,1.509001,01-12-2009
2009-12-02,1109.23999,119.18,38.84,18.889999,1.506977,02-12-2009
2009-12-03,1099.920044,118.699997,38.52,18.620001,1.506546,03-12-2009
2009-12-04,1105.97998,113.75,38.330002,18.15,1.485707,04-12-2009
2009-12-07,1103.25,113.110001,37.490002,17.82,1.48412,07-12-2009
2009-12-08,1091.939941,110.949997,36.849998,17.299999,1.469702,08-12-2009
2009-12-09,1095.949951,110.839996,35.869999,17.15,1.473796,09-12-2009
2009-12-10,1102.349976,110.82,35.73,17.09,1.472949,10-12-2009
2009-12-11,1106.410034,109.32,35.48,16.870001,1.461903,11-12-2009
2009-12-14,1114.109985,110.239998,35.580002,17.08,1.465695,14-12-2009
2009-12-15,1107.930054,110.209999,35.93,17.09,1.454207,15-12-2009
2009-12-16,1109.180054,111.589996,36.740002,17.360001,1.452602,16-12-2009
2009-12-17,1096.079956,107.339996,36.360001,16.790001,1.4347,17-12-2009
2009-12-18,1102.469971,108.949997,36.66,16.950001,1.434905,18-12-2009
2009-12-21,1114.050049,106.949997,36.16,16.690001,1.428674,21-12-2009
2009-12-22,1118.02002,106.169998,36.560001,16.639999,1.425436,22-12-2009
2009-12-23,1120.589966,106.550003,37.740002,16.809999,1.43361,23-12-2009
2009-12-24,1126.47998,108.360001,38.200001,17.17,1.438497,24-12-2009
2009-12-28,1127.780029,108.550003,38.860001,17.219999,1.437505,28-12-2009
2009-12-29,1126.199951,107.470001,38.84,16.809999,1.434309,29-12-2009
2009-12-30,1126.420044,106.93,39.139999,16.530001,1.434206,30-12-2009
2009-12-31,1115.099976,107.309998,39.279999,16.540001,1.432706,31-12-2009
2010-01-04,1132.98999,109.800003,40.27,17.23,1.442398,04-01-2010
2010-01-05,1136.52002,109.699997,40.41,17.51,1.436596,05-01-2010
2010-01-06,1137.140015,111.510002,40.970001,17.860001,1.440403,06-01-2010
2010-01-07,1141.689941,110.82,40.720001,17.889999,1.431803,07-01-2010
2010-01-08,1144.97998,111.370003,40.93,18.15,1.441109,08-01-2010
2010-01-11,1146.97998,112.849998,40.540001,18.209999,1.451126,11-01-2010
2010-01-12,1136.219971,110.489998,39.630001,17.91,1.44766,12-01-2010
2010-01-13,1145.680054,111.540001,39.209999,18.27,1.452391,13-01-2010
2010-01-14,1148.459961,112.029999,39.060001,18.309999,1.44999,14-01-2010
2010-01-15,1136.030029,110.860001,38.400002,18.049999,1.439097,15-01-2010
2010-01-19,1150.22998,111.519997,38.93,18.450001,1.428102,19-01-2010
2010-01-20,1138.040039,108.940002,37.889999,17.57,1.411034,20-01-2010
2010-01-21,1116.47998,107.370003,37.240002,17.07,1.409702,21-01-2010
2010-01-22,1091.76001,107.169998,36.34,16.780001,1.414107,22-01-2010
2010-01-25,1096.780029,107.480003,36.810001,16.83,1.415008,25-01-2010
2010-01-26,1092.170044,107.559998,36.5,16.43,1.408232,26-01-2010
2010-01-27,1097.5,106.529999,36.080002,16.26,1.403095,27-01-2010
2010-01-28,1084.530029,106.480003,36.16,15.92,1.396804,28-01-2010
2010-01-29,1073.869995,105.959999,35.639999,15.9,1.386693,29-01-2010
2010-02-01,1089.189941,108.349998,36.720001,16.360001,1.392699,01-02-2010
2010-02-02,1103.319946,109.129997,37.529999,16.35,1.397624,02-02-2010
2010-02-03,1097.280029,108.699997,37.650002,16.07,1.390105,03-02-2010
2010-02-04,1063.109985,104.370003,35.799999,15.04,1.374495,04-02-2010
2010-02-05,1066.189941,104.68,35.209999,14.9,1.368008,05-02-2010
2010-02-08,1056.73999,104.040001,35.09,14.75,1.365467,08-02-2010
2010-02-09,1070.52002,105.410004,36.209999,15.12,1.378208,09-02-2010
2010-02-10,1068.130005,105.120003,36.509998,14.95,1.375327,10-02-2010
2010-02-11,1078.469971,107.129997,36.779999,15.37,1.368176,11-02-2010
2010-02-12,1075.51001,107.040001,36.310001,15.24,1.363494,12-02-2010
2010-02-16,1094.869995,109.620003,37.790001,15.82,1.376709,16-02-2010
2010-02-17,1099.51001,109.25,37.970001,15.74,1.360692,17-02-2010
2010-02-18,1106.75,109.980003,38.73,15.88,1.346149,18-02-2010
2010-02-19,1109.170044,109.470001,39.09,15.97,1.361507,19-02-2010
2010-02-22,1108.01001,109.07,39.029999,15.9,1.360563,22-02-2010
2010-02-23,1094.599976,107.889999,38.330002,15.57,1.352704,23-02-2010
2010-02-24,1105.23999,107.360001,38.990002,15.62,1.354316,24-02-2010
2010-02-25,1102.939941,108.309998,38.110001,15.77,1.353601,25-02-2010
2010-02-26,1104.48999,109.43,38.82,16.07,1.363104,26-02-2010
2010-03-01,1115.709961,109.43,38.349998,16.110001,1.356208,01-03-2010
2010-03-02,1118.310059,111.019997,38.799999,16.559999,1.362064,02-03-2010
2010-03-03,1118.790039,111.629997,39.400002,16.82,1.370163,03-03-2010
2010-03-04,1122.969971,110.830002,39.150002,16.790001,1.3584,04-03-2010
2010-03-05,1138.699951,110.809998,39.849998,17.01,1.362899,05-03-2010
2010-03-08,1138.5,109.879997,39.790001,16.889999,1.361693,08-03-2010
2010-03-09,1140.449951,109.720001,39.549999,16.92,1.360692,09-03-2010
2010-03-10,1145.609985,108.470001,39.900002,16.66,1.364331,10-03-2010
2010-03-11,1150.23999,108.599998,40.049999,16.809999,1.368532,11-03-2010
2010-03-12,1149.98999,107.949997,39.509998,16.76,1.376993,12-03-2010
2010-03-15,1150.51001,108.360001,38.830002,16.74,1.367746,15-03-2010
2010-03-16,1159.459961,110.400002,39.790001,17.049999,1.376879,16-03-2010
2010-03-17,1166.209961,109.589996,40.23,17.08,1.373834,17-03-2010
2010-03-18,1165.829956,110.339996,39.919998,17.08,1.361396,18-03-2010
2010-03-19,1159.900024,108.279999,39.200001,16.65,1.353693,19-03-2010
2010-03-22,1165.810059,107.75,39.560001,16.6,1.356705,22-03-2010
2010-03-23,1174.170044,108.32,39.700001,16.719999,1.346801,23-03-2010
2010-03-24,1167.719971,106.300003,38.939999,16.290001,1.333102,24-03-2010
2010-03-25,1165.72998,106.779999,38.900002,16.32,1.330707,25-03-2010
2010-03-26,1166.589966,108.589996,38.830002,16.610001,1.341004,26-03-2010
2010-03-29,1173.219971,108.75,39.959999,17.040001,1.342408,29-03-2010
2010-03-30,1173.27002,107.970001,39.950001,16.950001,1.350804,30-03-2010
2010-03-31,1169.430054,108.949997,40.290001,17.139999,1.3584,31-03-2010
2010-04-01,1178.099976,110.260002,41.240002,17.540001,1.350494,01-04-2010
2010-04-05,1187.439941,110.889999,42.07,17.75,1.340195,05-04-2010
2010-04-06,1189.439941,111.029999,42.02,17.610001,1.334846,06-04-2010
2010-04-07,1182.449951,112.489998,41.52,17.77,1.336112,07-04-2010
2010-04-08,1186.439941,112.650002,41.439999,17.719999,1.350093,08-04-2010
2010-04-12,1196.47998,113.010002,40.93,17.799999,1.360859,12-04-2010
2010-04-13,1197.300049,112.690002,40.889999,17.84,1.365598,13-04-2010
2010-04-14,1210.650024,113.029999,41.759998,18.07,1.357405,14-04-2010
2010-04-15,1211.670044,113.650002,41.709999,18.07,1.350402,15-04-2010
2010-04-19,1197.52002,111.150002,40.110001,17.379999,1.343508,19-04-2010
2010-04-20,1207.170044,111.459999,40.299999,17.48,1.338993,20-04-2010
2010-04-21,1205.939941,112.309998,40.27,17.77,1.326999,21-04-2010
2010-04-22,1208.670044,111.839996,40.299999,17.639999,1.338401,22-04-2010
2010-04-26,1212.050049,112.75,40.349998,17.93,1.317072,26-04-2010
2010-04-27,1183.709961,114.629997,39.369999,17.879999,1.321283,27-04-2010
2010-04-28,1191.359985,114.309998,39.970001,17.75,1.326295,28-04-2010
2010-04-29,1206.780029,114.279999,41.040001,18.139999,1.329805,29-04-2010
2010-05-03,1202.26001,115.730003,41.459999,18.42,1.296395,03-05-2010
2010-05-04,1173.599976,114.870003,39.700001,17.59,1.281493,04-05-2010
2010-05-05,1165.869995,115.089996,38.310001,17.110001,1.263296,05-05-2010
2010-05-06,1128.150024,118.489998,36.959999,17.32,1.275608,06-05-2010
2010-05-10,1159.72998,117.57,37.23,18.110001,1.262993,10-05-2010
2010-05-11,1155.790039,120.660004,36.759998,18.950001,1.263903,11-05-2010
2010-05-12,1171.670044,121.400002,36.77,19.120001,1.254107,12-05-2010
2010-05-13,1157.439941,120.559998,36.130001,18.99,1.236002,13-05-2010
2010-05-17,1136.939941,119.360001,33.880001,18.530001,1.217893,17-05-2010
2010-05-18,1120.800049,119.489998,33.470001,18.57,1.239342,18-05-2010
2010-05-19,1115.050049,116.629997,33.509998,17.870001,1.247894,19-05-2010
2010-05-20,1071.589966,115.839996,32.200001,17.35,1.256708,20-05-2010
2010-05-24,1073.650024,116.839996,32.169998,17.559999,1.234598,24-05-2010
2010-05-25,1074.030029,117.360001,31.85,17.540001,1.2173,25-05-2010
2010-05-26,1067.949951,118.470001,32.59,17.74,1.234797,26-05-2010
2010-05-27,1103.060059,118.690002,34.310001,18.120001,1.227401,27-05-2010
2010-06-01,1070.709961,119.910004,33.18,18.02,1.2239,01-06-2010
2010-06-02,1098.380005,119.779999,33.790001,17.98,1.216945,02-06-2010
2010-06-03,1102.829956,117.959999,34.259998,17.639999,1.197103,03-06-2010
2010-06-07,1050.469971,121.489998,32.59,17.809999,1.197203,07-06-2010
2010-06-08,1062.0,121.0,33.189999,17.889999,1.199199,08-06-2010
2010-06-09,1055.689941,120.559998,33.950001,17.76,1.210903,09-06-2010
2010-06-10,1086.839966,118.970001,34.77,17.860001,1.211402,10-06-2010
2010-06-14,1089.630005,119.599998,34.330002,17.860001,1.231906,14-06-2010
2010-06-15,1115.22998,120.989998,35.23,18.190001,1.231194,15-06-2010
2010-06-16,1114.609985,120.330002,35.490002,18.08,1.238206,16-06-2010
2010-06-17,1116.040039,121.900002,35.139999,18.33,1.239296,17-06-2010
2010-06-21,1113.199951,120.389999,35.330002,18.33,1.227506,21-06-2010
2010-06-22,1095.310059,121.449997,35.0,18.42,1.231906,22-06-2010
2010-06-23,1092.040039,120.949997,34.240002,18.18,1.233745,23-06-2010
2010-06-24,1073.689941,121.300003,34.389999,18.26,1.237302,24-06-2010
2010-06-28,1074.569946,121.089996,35.209999,18.379999,1.218635,28-06-2010
2010-06-29,1041.23999,121.269997,34.169998,18.129999,1.223002,29-06-2010
2010-06-30,1030.709961,121.68,33.959999,18.209999,1.25075,30-06-2010
2010-07-01,1027.369995,117.040001,32.869999,17.440001,1.257103,01-07-2010
2010-07-06,1028.060059,116.510002,32.610001,17.4,1.263312,06-07-2010
2010-07-07,1060.27002,117.730003,33.650002,17.65,1.269406,07-07-2010
2010-07-08,1070.25,117.209999,34.23,17.610001,1.264398,08-07-2010
2010-07-12,1078.75,117.339996,33.779999,17.620001,1.272087,12-07-2010
2010-07-13,1095.339966,118.360001,34.740002,17.82,1.274048,13-07-2010
2010-07-14,1095.170044,118.300003,34.66,17.959999,1.292858,14-07-2010
2010-07-15,1096.47998,118.230003,34.580002,17.950001,1.293193,15-07-2010
2010-07-19,1071.25,115.730003,34.459999,17.27,1.289308,19-07-2010
2010-07-20,1083.47998,116.650002,34.82,17.33,1.276797,20-07-2010
2010-07-21,1069.589966,115.849998,34.200001,17.309999,1.290306,21-07-2010
2010-07-22,1093.670044,116.860001,35.419998,17.709999,1.291306,22-07-2010
2010-07-26,1115.01001,115.519997,35.349998,17.780001,1.299089,26-07-2010
2010-07-27,1113.839966,113.510002,34.669998,17.299999,1.299224,27-07-2010
2010-07-28,1106.130005,113.779999,34.360001,17.16,1.307805,28-07-2010
2010-07-29,1101.530029,114.290001,35.060001,17.24,1.3039,29-07-2010
2010-08-02,1125.859985,115.540001,36.48,17.959999,1.322506,02-08-2010
2010-08-03,1120.459961,115.989998,36.91,18.02,1.322506,03-08-2010
2010-08-04,1127.23999,116.720001,36.900002,17.93,1.315807,04-08-2010
2010-08-05,1125.810059,116.980003,36.709999,17.959999,1.318131,05-08-2010
2010-08-09,1127.790039,117.400002,36.529999,17.959999,1.322996,09-08-2010
2010-08-10,1121.060059,117.730003,35.869999,17.969999,1.318496,10-08-2010
2010-08-11,1089.469971,117.339996,34.740002,17.530001,1.284406,11-08-2010
2010-08-12,1083.609985,118.769997,33.919998,17.690001,1.282989,12-08-2010
2010-08-16,1079.380005,119.730003,33.610001,18.0,1.281197,16-08-2010
2010-08-17,1092.540039,119.75,33.869999,18.120001,1.287996,17-08-2010
2010-08-18,1094.160034,120.220001,33.68,18.02,1.285645,18-08-2010
2010-08-19,1075.630005,120.389999,33.25,17.92,1.280803,19-08-2010
2010-08-23,1067.359985,119.779999,32.43,17.610001,1.263504,23-08-2010
2010-08-24,1051.869995,120.360001,31.77,17.99,1.263296,24-08-2010
2010-08-25,1055.329956,121.360001,32.369999,18.540001,1.2664,25-08-2010
2010-08-26,1047.219971,120.959999,32.619999,18.59,1.270648,26-08-2010
2010-08-30,1048.920044,120.910004,33.02,18.629999,1.266592,30-08-2010
2010-08-31,1049.329956,122.080002,31.92,18.93,1.26873,31-08-2010
2010-09-01,1080.290039,121.690002,32.950001,18.959999,1.280295,01-09-2010
2010-09-02,1090.099976,122.290001,33.389999,19.280001,1.282594,02-09-2010
2010-09-07,1091.839966,122.699997,32.77,19.360001,1.267797,07-09-2010
2010-09-08,1098.869995,122.709999,33.139999,19.5,1.273204,08-09-2010
2010-09-09,1104.180054,121.559998,32.889999,19.32,1.269309,09-09-2010
2010-09-13,1121.900024,121.620003,34.029999,19.540001,1.2872,13-09-2010
2010-09-14,1121.099976,124.019997,33.889999,20.049999,1.299174,14-09-2010
2010-09-15,1125.069946,123.940002,33.490002,20.17,1.301507,15-09-2010
2010-09-16,1124.660034,124.629997,32.98,20.35,1.3076,16-09-2010
2010-09-20,1142.709961,124.870003,33.220001,20.290001,1.306694,20-09-2010
2010-09-21,1139.780029,126.010002,32.650002,20.59,1.325697,21-09-2010
2010-09-22,1134.280029,126.199997,32.580002,20.709999,1.3391,22-09-2010
2010-09-23,1124.829956,126.300003,32.669998,20.66,1.331913,23-09-2010
2010-09-27,1142.160034,126.720001,33.240002,20.99,1.343905,27-09-2010
2010-09-28,1147.699951,127.849998,33.189999,21.290001,1.357092,28-09-2010
2010-09-29,1144.72998,127.949997,33.939999,21.4,1.362806,29-09-2010
2010-09-30,1141.199951,127.910004,34.84,21.309999,1.362212,30-09-2010
2010-10-04,1137.030029,128.460007,35.59,21.51,1.367409,04-10-2010
2010-10-05,1160.75,130.990005,36.09,22.34,1.383394,05-10-2010
2010-10-06,1159.969971,131.809998,36.279999,22.690001,1.392002,06-10-2010
2010-10-07,1158.060059,130.369995,35.459999,22.02,1.392796,07-10-2010
2010-10-11,1165.319946,132.289993,35.599998,22.780001,1.388021,11-10-2010
2010-10-12,1169.77002,131.960007,35.650002,22.84,1.391692,12-10-2010
2010-10-13,1178.099976,134.070007,36.16,23.49,1.396726,13-10-2010
2010-10-14,1173.810059,134.75,36.0,24.030001,1.407202,14-10-2010
2010-10-18,1184.709961,134.279999,36.279999,23.959999,1.393592,18-10-2010
2010-10-19,1165.900024,130.110001,34.619999,22.84,1.373909,19-10-2010
2010-10-20,1178.170044,131.320007,35.59,23.33,1.396317,20-10-2010
2010-10-21,1180.26001,129.470001,34.849998,22.59,1.391692,21-10-2010
2010-10-25,1185.619995,130.850006,35.57,23.1,1.394895,25-10-2010
2010-10-26,1185.640015,130.880005,35.68,23.280001,1.385425,26-10-2010
2010-10-27,1182.449951,129.520004,35.419998,23.07,1.377809,27-10-2010
2010-10-28,1183.780029,131.240005,35.389999,23.43,1.377809,28-10-2010
2010-11-01,1184.380005,131.919998,35.810001,24.07,1.397507,01-11-2010
2010-11-02,1193.569946,132.490005,36.27,24.309999,1.391091,02-11-2010
2010-11-03,1197.959961,131.570007,36.740002,24.25,1.403607,03-11-2010
2010-11-04,1221.060059,136.029999,37.490002,25.629999,1.412729,04-11-2010
2010-11-05,1225.849976,136.380005,37.650002,26.200001,1.422799,05-11-2010
2010-11-08,1223.25,137.779999,37.529999,27.15,1.407578,08-11-2010
2010-11-09,1213.400024,135.589996,37.049999,26.18,1.386963,09-11-2010
2010-11-10,1218.709961,137.240005,38.040001,26.719999,1.377202,10-11-2010
2010-11-11,1213.540039,137.660004,37.84,27.110001,1.377562,11-11-2010
2010-11-12,1199.209961,133.690002,36.470001,25.52,1.362101,12-11-2010
2010-11-15,1197.75,132.419998,36.5,24.93,1.369319,15-11-2010
2010-11-16,1178.339966,130.970001,35.450001,24.93,1.357478,16-11-2010
2010-11-17,1178.589966,130.380005,34.73,25.0,1.349054,17-11-2010
2010-11-18,1196.689941,132.089996,35.5,26.35,1.355399,18-11-2010
2010-11-19,1199.72998,132.199997,35.220001,26.74,1.365728,19-11-2010
2010-11-22,1197.839966,133.479996,35.049999,27.17,1.374438,22-11-2010
2010-11-23,1180.72998,134.410004,34.950001,26.870001,1.360193,23-11-2010
2010-11-24,1198.349976,134.179993,36.080002,26.940001,1.338634,24-11-2010
2010-11-26,1189.400024,133.110001,35.970001,26.129999,1.333974,26-11-2010
2010-11-29,1187.76001,133.509995,36.779999,26.549999,1.323802,29-11-2010
2010-11-30,1180.550049,135.419998,36.040001,27.440001,1.310393,30-11-2010
2010-12-01,1206.069946,135.380005,37.200001,27.809999,1.299207,01-12-2010
2010-12-02,1221.530029,135.199997,37.77,27.93,1.312491,02-12-2010
2010-12-03,1224.709961,138.070007,38.310001,28.6,1.321598,03-12-2010
2010-12-06,1223.119995,139.110001,38.220001,29.51,1.341598,06-12-2010
2010-12-07,1223.75,136.5,37.799999,28.08,1.328692,07-12-2010
2010-12-08,1228.280029,134.789993,37.959999,27.700001,1.324468,08-12-2010
2010-12-09,1233.0,135.369995,37.939999,28.030001,1.325082,09-12-2010
2010-12-10,1240.400024,135.410004,37.66,27.98,1.324205,10-12-2010
2010-12-13,1240.459961,136.050003,37.889999,28.870001,1.319714,13-12-2010
2010-12-14,1241.589966,136.179993,37.900002,28.809999,1.339549,14-12-2010
2010-12-15,1235.22998,134.699997,37.990002,28.08,1.336095,15-12-2010
2010-12-16,1242.869995,133.809998,37.77,28.280001,1.322401,16-12-2010
2010-12-17,1243.910034,134.199997,37.810001,28.51,1.323995,17-12-2010
2010-12-20,1247.079956,135.110001,38.049999,28.709999,1.3165,20-12-2010
2010-12-21,1254.599976,135.320007,38.290001,28.639999,1.311802,21-12-2010
2010-12-22,1258.839966,135.050003,38.639999,28.57,1.309003,22-12-2010
2010-12-23,1256.77002,134.660004,38.98,28.610001,1.311544,23-12-2010
2010-12-27,1257.540039,135.020004,38.709999,28.59,1.307976,27-12-2010
2010-12-28,1258.51001,137.220001,38.91,29.530001,1.318965,28-12-2010
2010-12-29,1259.780029,137.710007,38.82,29.870001,1.308627,29-12-2010
2010-12-30,1257.880005,137.029999,38.119999,29.76,1.322454,30-12-2010
2010-12-31,1257.640015,138.720001,39.0,30.18,1.330123,31-12-2010
2011-01-03,1271.869995,138.0,39.049999,29.98,1.335791,03-01-2011
2011-01-04,1270.199951,134.75,38.080002,29.08,1.335684,04-01-2011
2011-01-05,1276.560059,134.369995,38.52,28.610001,1.332108,05-01-2011
2011-01-06,1273.849976,133.830002,37.68,28.42,1.315686,06-01-2011
2011-01-07,1271.5,133.580002,37.669998,28.1,1.297993,07-01-2011
2011-01-10,1269.75,134.119995,38.169998,28.290001,1.289507,10-01-2011
2011-01-11,1274.47998,134.910004,38.880001,28.889999,1.296496,11-01-2011
2011-01-12,1285.959961,135.460007,38.990002,29.0,1.298398,12-01-2011
2011-01-13,1283.76001,134.050003,38.650002,28.0,1.312836,13-01-2011
2011-01-14,1293.23999,132.690002,38.919998,27.74,1.335327,14-01-2011
2011-01-18,1295.02002,133.429993,38.73,28.15,1.328392,18-01-2011
2011-01-19,1281.920044,133.720001,38.540001,28.08,1.337811,19-01-2011
2011-01-20,1280.26001,131.199997,37.57,26.85,1.345207,20-01-2011
2011-01-21,1283.349976,131.029999,37.509998,26.83,1.346801,21-01-2011
2011-01-24,1290.839966,130.360001,36.93,26.360001,1.361953,24-01-2011
2011-01-25,1291.180054,130.100006,36.27,26.23,1.364405,25-01-2011
2011-01-26,1296.630005,131.160004,36.849998,26.889999,1.368607,26-01-2011
2011-01-27,1299.540039,127.93,35.939999,26.290001,1.371009,27-01-2011
2011-01-28,1276.339966,130.279999,37.580002,27.299999,1.372307,28-01-2011
2011-01-31,1286.119995,129.869995,38.610001,27.389999,1.357276,31-01-2011
2011-02-01,1307.589966,130.800003,38.07,27.870001,1.371385,01-02-2011
2011-02-02,1304.030029,130.449997,38.18,27.690001,1.382992,02-02-2011
2011-02-03,1307.099976,132.199997,38.09,28.290001,1.381788,03-02-2011
2011-02-04,1310.869995,131.660004,37.34,28.4,1.362454,04-02-2011
2011-02-07,1319.050049,131.679993,36.66,28.66,1.357497,07-02-2011
2011-02-08,1324.569946,133.139999,36.639999,29.639999,1.359194,08-02-2011
2011-02-09,1320.880005,133.070007,36.5,29.52,1.362695,09-02-2011
2011-02-10,1321.869995,132.850006,36.540001,29.459999,1.3721,10-02-2011
2011-02-11,1329.150024,132.320007,36.049999,29.209999,1.360193,11-02-2011
2011-02-14,1332.319946,132.949997,35.880001,29.959999,1.351004,14-02-2011
2011-02-15,1328.01001,133.970001,35.389999,30.0,1.348109,15-02-2011
2011-02-16,1336.319946,134.100006,35.529999,29.959999,1.349856,16-02-2011
2011-02-17,1340.430054,135.039993,36.060001,31.030001,1.357534,17-02-2011
2011-02-18,1343.01001,135.410004,36.360001,31.790001,1.362602,18-02-2011
2011-02-22,1315.439941,136.289993,38.490002,32.259998,1.368232,22-02-2011
2011-02-23,1307.400024,137.509995,39.799999,32.709999,1.367372,23-02-2011
2011-02-24,1306.099976,136.479996,38.970001,31.200001,1.376406,24-02-2011
2011-02-25,1319.880005,137.380005,39.68,32.560001,1.381998,25-02-2011
2011-02-28,1327.219971,137.660004,39.189999,33.110001,1.373438,28-02-2011
2011-03-01,1306.329956,140.029999,40.48,33.869999,1.382151,01-03-2011
2011-03-02,1308.439941,139.919998,41.389999,33.84,1.377183,02-03-2011
2011-03-03,1330.969971,138.089996,41.18,33.419998,1.386655,03-03-2011
2011-03-04,1321.150024,139.350006,42.330002,34.689999,1.395888,04-03-2011
2011-03-07,1310.130005,139.720001,42.369999,35.23,1.399071,07-03-2011
2011-03-08,1321.819946,139.360001,42.310001,35.18,1.396394,08-03-2011
2011-03-09,1320.02002,139.410004,42.049999,35.27,1.389796,09-03-2011
2011-03-10,1295.109985,137.770004,41.400002,34.360001,1.390221,10-03-2011
2011-03-11,1304.280029,138.220001,40.689999,35.029999,1.380129,11-03-2011
2011-03-14,1296.390015,138.860001,40.91,35.009998,1.393456,14-03-2011
2011-03-15,1281.869995,136.270004,39.389999,33.610001,1.399208,15-03-2011
2011-03-16,1256.880005,136.240005,39.68,33.369999,1.398621,16-03-2011
2011-03-17,1273.719971,136.970001,40.689999,33.509998,1.388484,17-03-2011
2011-03-18,1279.209961,138.369995,40.970001,34.27,1.403292,18-03-2011
2011-03-21,1298.380005,139.139999,41.130001,35.299999,1.417053,21-03-2011
2011-03-22,1293.77002,139.050003,41.93,35.540001,1.421707,22-03-2011
2011-03-23,1297.540039,140.339996,42.110001,36.470001,1.416812,23-03-2011
2011-03-24,1309.660034,139.220001,42.049999,36.119999,1.410596,24-03-2011
2011-03-25,1313.800049,139.259995,42.18,36.389999,1.417193,25-03-2011
2011-03-28,1310.189941,138.539993,41.419998,36.189999,1.407975,28-03-2011
2011-03-29,1319.439941,138.210007,41.830002,36.169998,1.411114,29-03-2011
2011-03-30,1328.26001,138.669998,41.66,36.529999,1.41213,30-03-2011
2011-03-31,1325.829956,139.860001,42.599998,36.77,1.415869,31-03-2011
2011-04-04,1332.869995,139.839996,43.259998,37.580002,1.42201,04-04-2011
2011-04-05,1332.630005,142.050003,43.099998,38.34,1.421909,05-04-2011
2011-04-06,1335.540039,142.380005,43.369999,38.619999,1.433527,06-04-2011
2011-04-07,1333.51001,142.509995,43.990002,38.73,1.430206,07-04-2011
2011-04-11,1324.459961,142.639999,43.639999,39.209999,1.443793,11-04-2011
